team_player,team_name,player,seed,games_played,ppg,weighted_ppg,exp_games,proj_pts,w_proj_pts,home_ppg,away_ppg,home_away_diff,max_pts_l15,three_pm,three_pa,kenpom_exp_games,kenpom_proj,kenpom_nl_exp_games,kenpom_nl_proj
Texas Tech Red Raiders - Marial Akuentok,Texas Tech Red Raiders,Marial Akuentok,5,13,1.31,1.16,2.1,2.75,2.44,1.71,0.83,0.88,7,0.08,0.08,2.42,2.81,2.377,2.76
Vanderbilt Commodores - Jaylon Dean-Vines,Vanderbilt Commodores,Jaylon Dean-Vines,5,10,0.9,1.05,2.1,1.89,2.2,1.29,0.0,1.29,4,0.1,0.2,2.68,2.81,2.586,2.72
South Florida Bulls - Tristan Beckford,South Florida Bulls,Tristan Beckford,11,20,2.6,1.98,1.6,4.16,3.17,3.36,1.67,1.7,8,0.15,0.6,1.21,2.4,1.376,2.72
Louisville Cardinals - Cole Sherman,Louisville Cardinals,Cole Sherman,6,10,1.2,1.18,2.0,2.4,2.36,1.33,0.0,1.33,3,0.4,0.9,2.31,2.73,2.304,2.72
Siena Saints - Owen Schlager,Siena Saints,Owen Schlager,16,5,2.8,2.69,1.0,2.8,2.69,1.0,4.0,-3.0,5,0.2,1.4,1.0,2.69,1.01,2.72
High Point Panthers - Josh Ibukunoluwa,High Point Panthers,Josh Ibukunoluwa,12,13,2.31,2.22,1.6,3.7,3.55,2.6,1.33,1.27,6,0.0,0.0,1.07,2.38,1.197,2.66
Utah State Aggies - Luke Kearney,Utah State Aggies,Luke Kearney,9,11,1.82,1.6,1.4,2.55,2.24,0.8,2.67,-1.87,10,0.36,1.27,1.57,2.51,1.642,2.63
Akron Zips - Zach Halligan,Akron Zips,Zach Halligan,12,31,2.58,2.04,1.6,4.13,3.26,2.94,2.08,0.87,7,0.29,1.0,1.12,2.28,1.277,2.61
North Carolina Tar Heels - Evan Smith,North Carolina Tar Heels,Evan Smith,6,5,1.4,1.44,2.0,2.8,2.88,1.4,,,3,0.0,0.0,1.74,2.51,1.811,2.61
California Baptist Lancers - Nate Garcia,California Baptist Lancers,Nate Garcia,13,16,2.44,2.25,1.2,2.93,2.7,2.0,2.78,-0.78,13,0.0,0.0,1.03,2.32,1.156,2.6
Iowa State Cyclones - Cade Kelderman,Iowa State Cyclones,Cade Kelderman,2,17,0.94,0.72,3.7,3.48,2.66,1.23,0.0,1.23,7,0.24,0.59,3.85,2.77,3.572,2.57
Gonzaga Bulldogs - Ismaila Diagne,Gonzaga Bulldogs,Ismaila Diagne,3,26,1.15,0.83,3.0,3.45,2.49,1.44,0.7,0.74,3,0.0,0.0,3.13,2.6,3.079,2.56
Kansas Jayhawks - Nginyu Ngala,Kansas Jayhawks,Nginyu Ngala,4,12,1.33,1.02,2.6,3.46,2.65,1.78,0.0,1.78,6,0.33,0.67,2.49,2.54,2.503,2.55
Miami Hurricanes - John Laboy II,Miami Hurricanes,John Laboy II,7,6,1.17,1.35,1.9,2.22,2.56,1.17,,,6,0.33,1.0,1.84,2.48,1.888,2.55
Howard Bison - Isaiah Brown,Howard Bison,Isaiah Brown,16,28,2.68,2.53,1.0,2.68,2.53,3.07,2.23,0.84,6,0.21,0.5,1.44,3.64,1.002,2.54
Hawai'i Rainbow Warriors - Jalen Myers,Hawai'i Rainbow Warriors,Jalen Myers,13,6,2.17,2.29,1.2,2.6,2.75,2.6,0.0,2.6,6,0.0,0.5,1.02,2.34,1.111,2.54
Wisconsin Badgers - Zach Kinziger,Wisconsin Badgers,Zach Kinziger,5,16,1.31,1.04,2.1,2.75,2.18,1.5,1.0,0.5,6,0.25,1.0,2.36,2.45,2.366,2.46
Alabama Crimson Tide - Collins Onyejiaka,Alabama Crimson Tide,Collins Onyejiaka,4,2,1.0,0.97,2.6,2.6,2.52,2.0,0.0,2.0,2,0.0,0.0,2.58,2.5,2.54,2.46
Hofstra Pride - A.J. Wills,Hofstra Pride,A.J. Wills,13,16,2.5,2.07,1.2,3.0,2.48,2.33,2.6,-0.27,10,0.5,1.38,1.06,2.19,1.188,2.46
Iowa Hawkeyes - Joey Matteoni,Iowa Hawkeyes,Joey Matteoni,9,11,1.55,1.37,1.4,2.17,1.92,1.88,0.67,1.21,4,0.0,0.0,1.74,2.38,1.791,2.45
NC State Wolfpack - Musa Sagnia,NC State Wolfpack,Musa Sagnia,11,33,2.39,1.88,1.6,3.82,3.01,2.8,1.77,1.03,10,0.03,0.12,1.75,3.29,1.299,2.44
Tennessee State Tigers - Jabrion Spikes,Tennessee State Tigers,Jabrion Spikes,15,27,2.67,2.39,1.1,2.94,2.63,4.08,1.53,2.55,8,0.19,0.67,1.0,2.39,1.017,2.43
Prairie View A&M Panthers - Hassane Diallo,Prairie View A&M Panthers,Hassane Diallo,16,24,2.67,2.42,1.0,2.67,2.42,3.0,2.5,0.5,10,0.0,0.0,1.49,3.61,1.001,2.42
Villanova Wildcats - Braden Pierce,Villanova Wildcats,Braden Pierce,8,29,1.21,1.53,1.5,1.82,2.3,1.24,1.17,0.07,6,0.0,0.0,1.49,2.28,1.582,2.42
Arizona Wildcats - Sven Djopmo,Arizona Wildcats,Sven Djopmo,1,17,0.59,0.55,4.3,2.54,2.37,0.53,1.0,-0.47,2,0.0,0.12,4.96,2.73,4.359,2.4
Gonzaga Bulldogs - Joaquim ArauzMoore,Gonzaga Bulldogs,Joaquim ArauzMoore,3,8,0.75,0.78,3.0,2.25,2.34,0.86,0.0,0.86,3,0.25,0.38,3.13,2.44,3.079,2.4
Akron Zips - Ognjen Stankovic,Akron Zips,Ognjen Stankovic,12,15,1.8,1.84,1.6,2.88,2.94,2.0,1.4,0.6,3,0.07,0.27,1.12,2.06,1.277,2.35
Villanova Wildcats - Wade Chiddick,Villanova Wildcats,Wade Chiddick,8,2,1.5,1.48,1.5,2.25,2.22,1.5,,,2,0.0,0.0,1.49,2.21,1.582,2.34
Arizona Wildcats - Jackson Francois,Arizona Wildcats,Jackson Francois,1,8,0.5,0.53,4.3,2.15,2.28,0.5,,,2,0.0,0.0,4.96,2.63,4.359,2.31
UMBC Retrievers - Paul Greene,UMBC Retrievers,Paul Greene,16,19,2.05,2.27,1.0,2.05,2.27,0.88,2.91,-2.03,7,0.0,0.0,1.56,3.54,1.003,2.28
Michigan Wolverines - Howard Eisley Jr.,Michigan Wolverines,Howard Eisley Jr.,1,5,0.6,0.52,4.3,2.58,2.24,0.6,,,3,0.2,0.6,4.82,2.51,4.392,2.28
California Baptist Lancers - Monty Bowser,California Baptist Lancers,Monty Bowser,13,13,2.08,1.96,1.2,2.5,2.35,2.5,1.71,0.79,7,0.38,1.31,1.03,2.02,1.156,2.27
Saint Mary's Gaels - Cade Bennett,Saint Mary's Gaels,Cade Bennett,7,7,1.14,1.2,1.9,2.17,2.28,1.25,1.0,0.25,3,0.29,0.57,1.8,2.16,1.878,2.25
Duke Blue Devils - Cameron Sheffield,Duke Blue Devils,Cameron Sheffield,1,14,0.57,0.51,4.3,2.45,2.19,0.89,0.0,0.89,3,0.14,0.5,5.1,2.6,4.394,2.24
McNeese Cowboys - Yanis Ndjonga,McNeese Cowboys,Yanis Ndjonga,12,25,1.96,1.82,1.6,3.14,2.91,2.42,1.54,0.88,5,0.04,0.12,1.07,1.95,1.228,2.23
Wisconsin Badgers - Will Garlock,Wisconsin Badgers,Will Garlock,5,30,1.07,0.94,2.1,2.25,1.97,1.41,0.62,0.8,3,0.0,0.0,2.36,2.22,2.366,2.22
North Carolina Tar Heels - James Brown,North Carolina Tar Heels,James Brown,6,9,1.22,1.22,2.0,2.44,2.44,1.22,,,4,0.0,0.0,1.74,2.12,1.811,2.21
Saint Louis Billikens - Cam Hutson,Saint Louis Billikens,Cam Hutson,9,16,1.31,1.47,1.4,1.83,2.06,1.0,2.25,-1.25,7,0.12,0.62,1.43,2.1,1.506,2.21
Miami Hurricanes - Salih Altuntas,Miami Hurricanes,Salih Altuntas,7,32,1.62,1.16,1.9,3.08,2.2,2.47,0.38,2.09,4,0.0,0.0,1.84,2.13,1.888,2.19
Wisconsin Badgers - Jack Robison,Wisconsin Badgers,Jack Robison,5,17,1.0,0.92,2.1,2.1,1.93,1.0,1.0,0.0,4,0.18,0.24,2.36,2.17,2.366,2.18
Hofstra Pride - Joshua Aaron Reaves,Hofstra Pride,Joshua Aaron Reaves,13,22,2.05,1.81,1.2,2.46,2.17,1.73,2.36,-0.64,6,0.55,1.68,1.06,1.92,1.188,2.15
Wright State Raiders - Sam Alamutu,Wright State Raiders,Sam Alamutu,14,31,2.58,2.0,1.2,3.1,2.4,2.38,2.8,-0.42,6,0.1,0.29,1.01,2.02,1.076,2.15
Pennsylvania Quakers - Dylan Williams,Pennsylvania Quakers,Dylan Williams,14,7,2.14,2.05,1.2,2.57,2.46,3.0,0.0,3.0,5,0.14,0.57,1.0,2.05,1.034,2.12
Villanova Wildcats - Zion Stanford,Villanova Wildcats,Zion Stanford,8,10,1.3,1.34,1.5,1.95,2.01,1.57,0.67,0.9,4,0.0,0.3,1.49,2.0,1.582,2.12
Prairie View A&M Panthers - Jannoy Thomas,Prairie View A&M Panthers,Jannoy Thomas,16,25,2.0,2.1,1.0,2.0,2.1,1.5,2.24,-0.74,7,0.0,0.04,1.49,3.13,1.001,2.1
Akron Zips - Marvin Musiime-Kamali,Akron Zips,Marvin Musiime-Kamali,12,32,1.75,1.62,1.6,2.8,2.59,2.05,1.31,0.74,4,0.0,0.0,1.12,1.81,1.277,2.07
Duke Blue Devils - Jack Scott,Duke Blue Devils,Jack Scott,1,14,0.57,0.47,4.3,2.45,2.02,0.67,0.4,0.27,3,0.14,0.14,5.1,2.4,4.394,2.07
BYU Cougars - Abdullah Ahmed,BYU Cougars,Abdullah Ahmed,6,19,1.32,1.05,2.0,2.64,2.1,2.0,0.82,1.18,6,0.0,0.0,1.92,2.02,1.964,2.06
California Baptist Lancers - Jalen Dollar,California Baptist Lancers,Jalen Dollar,13,10,1.5,1.78,1.2,1.8,2.14,2.0,0.75,1.25,9,0.4,0.5,1.03,1.83,1.156,2.06
Texas Tech Red Raiders - Jazz Henderson,Texas Tech Red Raiders,Jazz Henderson,5,11,0.82,0.86,2.1,1.72,1.81,1.0,0.0,1.0,3,0.18,0.27,2.42,2.08,2.377,2.04
Long Island University Sharks - Caleb Johnson,Long Island University Sharks,Caleb Johnson,16,22,2.32,2.03,1.0,2.32,2.03,2.42,2.2,0.22,11,0.0,0.45,1.0,2.03,1.004,2.04
Kansas Jayhawks - Paul Mbiya,Kansas Jayhawks,Paul Mbiya,4,19,0.74,0.79,2.6,1.92,2.05,1.09,0.25,0.84,4,0.0,0.0,2.49,1.97,2.503,1.98
Wisconsin Badgers - Isaac Gard,Wisconsin Badgers,Isaac Gard,5,14,0.79,0.83,2.1,1.66,1.74,0.92,0.0,0.92,5,0.21,0.43,2.36,1.96,2.366,1.96
Texas Longhorns - Declan Duru Jr.,Texas Longhorns,Declan Duru Jr.,11,12,1.25,1.52,1.6,2.0,2.43,1.25,1.25,0.0,5,0.0,0.42,1.67,2.54,1.274,1.94
UCF Knights - Elijah Hulsewe,UCF Knights,Elijah Hulsewe,10,16,1.12,1.34,1.6,1.79,2.14,1.6,0.33,1.27,9,0.0,0.0,1.28,1.72,1.45,1.94
High Point Panthers - Caden Miller,High Point Panthers,Caden Miller,12,23,2.17,1.61,1.6,3.47,2.58,1.94,2.71,-0.78,5,0.0,0.0,1.07,1.72,1.197,1.93
Virginia Cavaliers - Martin Carrere,Virginia Cavaliers,Martin Carrere,3,16,0.75,0.69,3.0,2.25,2.07,1.0,0.2,0.8,3,0.06,0.38,2.81,1.94,2.799,1.93
Georgia Bulldogs - Brandon Klatsky,Georgia Bulldogs,Brandon Klatsky,8,7,1.14,1.15,1.5,1.71,1.72,1.33,0.0,1.33,5,0.29,0.43,1.62,1.86,1.672,1.92
Louisville Cardinals - Spencer Legg,Louisville Cardinals,Spencer Legg,6,9,0.78,0.83,2.0,1.56,1.66,0.78,,,3,0.11,0.33,2.31,1.92,2.304,1.91
Vanderbilt Commodores - Jayden Leverett,Vanderbilt Commodores,Jayden Leverett,5,26,0.96,0.74,2.1,2.02,1.55,0.54,1.38,-0.85,5,0.04,0.08,2.68,1.98,2.586,1.91
Miami (OH) RedHawks - Tyler Robbins,Miami (OH) RedHawks,Tyler Robbins,11,24,1.62,1.82,1.6,2.59,2.91,2.09,1.23,0.86,8,0.08,0.42,1.17,2.13,1.043,1.9
UCF Knights - Kris Parker,UCF Knights,Kris Parker,10,22,1.73,1.31,1.6,2.77,2.1,1.64,1.88,-0.23,8,0.09,0.32,1.28,1.68,1.45,1.9
Florida Gators - Olivier Rioux,Florida Gators,Olivier Rioux,1,10,0.5,0.5,4.3,2.15,2.15,0.62,0.0,0.62,2,0.0,0.0,4.11,2.06,3.768,1.88
Texas Tech Red Raiders - Nolan Groves,Texas Tech Red Raiders,Nolan Groves,5,21,0.95,0.77,2.1,2.0,1.62,1.0,0.8,0.2,4,0.19,0.81,2.42,1.86,2.377,1.83
Howard Bison - Ed Holland III,Howard Bison,Ed Holland III,16,21,1.52,1.81,1.0,1.52,1.81,1.91,1.1,0.81,6,0.0,0.1,1.44,2.61,1.002,1.81
Ohio State Buckeyes - Mathieu Grujicic,Ohio State Buckeyes,Mathieu Grujicic,8,6,1.0,1.01,1.5,1.5,1.52,1.0,,,3,0.17,1.17,1.73,1.75,1.784,1.8
Ohio State Buckeyes - Colin White,Ohio State Buckeyes,Colin White,8,29,0.86,1.01,1.5,1.29,1.52,0.61,1.27,-0.66,3,0.07,0.62,1.73,1.75,1.784,1.8
Arkansas Razorbacks - Ayden Kelley,Arkansas Razorbacks,Ayden Kelley,4,7,0.57,0.66,2.6,1.48,1.72,0.67,0.0,0.67,3,0.14,0.14,2.73,1.8,2.727,1.8
TCU Horned Frogs - Ashton Simmons,TCU Horned Frogs,Ashton Simmons,9,4,1.25,1.23,1.4,1.75,1.72,1.0,2.0,-1.0,3,0.25,1.0,1.33,1.64,1.454,1.79
St. John's Red Storm - Handje Tamba,St. John's Red Storm,Handje Tamba,5,7,0.71,0.72,2.1,1.49,1.51,0.71,,,2,0.0,0.0,2.54,1.83,2.47,1.78
Long Island University Sharks - Tre'shawn Sheppard,Long Island University Sharks,Tre'shawn Sheppard,16,25,2.2,1.74,1.0,2.2,1.74,1.3,2.8,-1.5,4,0.08,0.24,1.0,1.74,1.004,1.75
Queens University Royals - Kam Clark,Queens University Royals,Kam Clark,15,25,1.4,1.67,1.1,1.54,1.84,1.8,1.13,0.67,6,0.12,0.88,1.0,1.67,1.027,1.72
Long Island University Sharks - A.J. Neal Jr.,Long Island University Sharks,A.J. Neal Jr.,16,14,2.0,1.69,1.0,2.0,1.69,1.0,2.75,-1.75,15,0.29,0.57,1.0,1.69,1.004,1.7
Texas A&M Aggies - Noah Shelby,Texas A&M Aggies,Noah Shelby,10,9,1.11,1.13,1.6,1.78,1.81,1.43,0.0,1.43,4,0.22,1.11,1.36,1.54,1.508,1.7
Clemson Tigers - Trent Steinour,Clemson Tigers,Trent Steinour,8,6,1.0,1.09,1.5,1.5,1.64,1.5,0.0,1.5,4,0.0,0.0,1.41,1.54,1.548,1.69
Houston Cougars - Cedric Lath,Houston Cougars,Cedric Lath,2,19,0.53,0.46,3.7,1.96,1.7,0.53,0.5,0.03,2,0.0,0.0,3.82,1.76,3.52,1.62
Arkansas Razorbacks - Jaden Karuletwa,Arkansas Razorbacks,Jaden Karuletwa,4,9,0.56,0.59,2.6,1.46,1.53,0.71,0.0,0.71,5,0.11,0.56,2.73,1.61,2.727,1.61
UMBC Retrievers - Tim Eze,UMBC Retrievers,Tim Eze,16,13,1.38,1.6,1.0,1.38,1.6,1.5,1.33,0.17,6,0.0,0.31,1.56,2.5,1.003,1.6
Santa Clara Broncos - Francis Chukwudebelu,Santa Clara Broncos,Francis Chukwudebelu,10,22,1.23,1.01,1.6,1.97,1.62,1.85,0.33,1.51,4,0.05,0.14,1.47,1.48,1.589,1.6
Prairie View A&M Panthers - Corey Dunning,Prairie View A&M Panthers,Corey Dunning,16,30,1.2,1.59,1.0,1.2,1.59,1.2,1.2,0.0,8,0.0,0.03,1.49,2.37,1.001,1.59
TCU Horned Frogs - Vianney Salatchoum,TCU Horned Frogs,Vianney Salatchoum,9,21,1.14,1.05,1.4,1.6,1.47,1.17,1.11,0.06,6,0.0,0.0,1.33,1.4,1.454,1.53
Tennessee State Tigers - Damon Howard Jr.,Tennessee State Tigers,Damon Howard Jr.,15,17,1.71,1.49,1.1,1.88,1.64,2.43,1.2,1.23,5,0.24,0.88,1.0,1.49,1.017,1.52
Nebraska Cornhuskers - Kendall Blue,Nebraska Cornhuskers,Kendall Blue,4,18,0.72,0.56,2.6,1.87,1.46,0.77,0.6,0.17,3,0.17,0.39,2.64,1.48,2.697,1.51
Lehigh Mountain Hawks - Alfredo Addesa,Lehigh Mountain Hawks,Alfredo Addesa,16,30,1.9,1.5,1.0,1.9,1.5,2.86,1.06,1.79,7,0.27,1.0,1.51,2.26,1.001,1.5
Arkansas Razorbacks - Elmir Džafić,Arkansas Razorbacks,Elmir Džafić,4,6,0.5,0.55,2.6,1.3,1.43,0.6,0.0,0.6,1,0.0,0.0,2.73,1.5,2.727,1.5
Michigan State Spartans - Nick Sanders,Michigan State Spartans,Nick Sanders,3,13,0.46,0.5,3.0,1.38,1.5,0.6,0.0,0.6,3,0.15,0.31,3.12,1.56,2.986,1.49
Pennsylvania Quakers - Michelangelo Oberti,Pennsylvania Quakers,Michelangelo Oberti,14,10,1.5,1.42,1.2,1.8,1.7,1.67,1.43,0.24,4,0.0,0.0,1.0,1.42,1.034,1.47
SMU Mustangs - B.J. Davis-Ray,SMU Mustangs,B.J. Davis-Ray,11,31,1.29,1.09,1.6,2.06,1.74,1.15,1.55,-0.4,5,0.16,0.74,2.06,2.25,1.336,1.46
Texas A&M Aggies - Jeremiah Green,Texas A&M Aggies,Jeremiah Green,10,8,0.88,0.94,1.6,1.41,1.5,1.0,0.0,1.0,5,0.12,0.38,1.36,1.28,1.508,1.42
Hawai'i Rainbow Warriors - AJ Economou,Hawai'i Rainbow Warriors,AJ Economou,13,16,1.25,1.25,1.2,1.5,1.5,1.4,1.0,0.4,4,0.12,1.06,1.02,1.27,1.111,1.39
Howard Bison - Calvin Robins Jr.,Howard Bison,Calvin Robins Jr.,16,27,1.11,1.39,1.0,1.11,1.39,0.75,1.64,-0.89,6,0.0,0.0,1.44,2.0,1.002,1.39
NC State Wolfpack - Scottie Ebube,NC State Wolfpack,Scottie Ebube,11,16,1.19,1.06,1.6,1.9,1.7,1.18,1.2,-0.02,5,0.0,0.0,1.75,1.86,1.299,1.38
Troy Trojans - Evan Griffin,Troy Trojans,Evan Griffin,13,10,1.3,1.26,1.2,1.56,1.51,1.14,1.67,-0.52,3,0.0,0.0,1.01,1.27,1.08,1.36
VCU Rams - Jordann Dumont,VCU Rams,Jordann Dumont,11,8,1.0,0.89,1.6,1.6,1.42,1.0,,,4,0.0,0.75,1.39,1.24,1.519,1.35
High Point Panthers - Babacar Diallo,High Point Panthers,Babacar Diallo,12,14,1.5,1.12,1.6,2.4,1.79,2.0,0.6,1.4,8,0.0,0.14,1.07,1.2,1.197,1.34
North Dakota State Bison - Riley Massey,North Dakota State Bison,Riley Massey,14,29,1.1,1.21,1.2,1.32,1.45,0.71,1.47,-0.75,5,0.21,0.9,1.01,1.22,1.097,1.33
Lehigh Mountain Hawks - Jake Pike,Lehigh Mountain Hawks,Jake Pike,16,15,1.2,1.33,1.0,1.2,1.33,1.67,0.89,0.78,7,0.13,0.4,1.51,2.01,1.001,1.33
North Dakota State Bison - Riley Saunders,North Dakota State Bison,Riley Saunders,14,5,1.2,1.2,1.2,1.44,1.44,1.2,,,3,0.4,0.4,1.01,1.21,1.097,1.32
Siena Saints - Tajae Jones,Siena Saints,Tajae Jones,16,3,1.33,1.29,1.0,1.33,1.29,2.0,1.0,1.0,2,0.0,0.67,1.0,1.29,1.01,1.3
SMU Mustangs - Mitchell Holmes,SMU Mustangs,Mitchell Holmes,11,25,1.72,0.97,1.6,2.75,1.55,2.44,0.44,1.99,2,0.0,0.0,2.06,2.0,1.336,1.3
Tennessee State Tigers - JC Brooks,Tennessee State Tigers,JC Brooks,15,15,1.2,1.26,1.1,1.32,1.39,1.75,1.0,0.75,5,0.13,0.4,1.0,1.26,1.017,1.28
Texas A&M Aggies - Chris McDermott,Texas A&M Aggies,Chris McDermott,10,15,0.67,0.84,1.6,1.07,1.34,0.77,0.0,0.77,4,0.0,0.13,1.36,1.14,1.508,1.27
VCU Rams - Christian Fermin,VCU Rams,Christian Fermin,11,4,0.75,0.83,1.6,1.2,1.33,1.5,0.0,1.5,3,0.0,0.0,1.39,1.15,1.519,1.26
Pennsylvania Quakers - Niklas Polonowski,Pennsylvania Quakers,Niklas Polonowski,14,21,0.95,1.21,1.2,1.14,1.45,1.11,0.83,0.28,6,0.24,0.76,1.0,1.21,1.034,1.25
Texas Longhorns - Anthon McDermott,Texas Longhorns,Anthon McDermott,11,7,0.86,0.98,1.6,1.38,1.57,1.2,0.0,1.2,6,0.29,0.57,1.67,1.64,1.274,1.25
Kentucky Wildcats - Zach Tow,Kentucky Wildcats,Zach Tow,7,7,0.57,0.69,1.9,1.08,1.31,0.57,,,3,0.14,0.14,1.69,1.17,1.777,1.23
Howard Bison - BJ Powell,Howard Bison,BJ Powell,16,17,1.24,1.22,1.0,1.24,1.22,0.5,2.29,-1.79,4,0.12,0.29,1.44,1.76,1.002,1.22
Hawai'i Rainbow Warriors - Hunter Carter,Hawai'i Rainbow Warriors,Hunter Carter,13,11,1.27,1.08,1.2,1.52,1.3,1.38,1.0,0.38,5,0.27,0.82,1.02,1.1,1.111,1.2
UConn Huskies - Alec Millender,UConn Huskies,Alec Millender,2,16,0.56,0.38,3.7,2.07,1.41,0.58,0.5,0.08,2,0.06,0.44,3.28,1.25,3.155,1.2
Pennsylvania Quakers - Alex Massung,Pennsylvania Quakers,Alex Massung,14,8,1.25,1.16,1.2,1.5,1.39,0.67,1.6,-0.93,4,0.0,0.0,1.0,1.16,1.034,1.2
Vanderbilt Commodores - Miles Keeffe,Vanderbilt Commodores,Miles Keeffe,5,12,0.42,0.46,2.1,0.88,0.97,0.56,0.0,0.56,3,0.08,0.25,2.68,1.23,2.586,1.19
Missouri Tigers - Nicholas Randall,Missouri Tigers,Nicholas Randall,10,21,0.71,0.78,1.6,1.14,1.25,1.0,0.14,0.86,5,0.0,0.19,1.32,1.03,1.468,1.15
Virginia Cavaliers - Carter Lang,Virginia Cavaliers,Carter Lang,3,12,0.42,0.4,3.0,1.26,1.2,0.0,1.67,-1.67,3,0.08,0.25,2.81,1.12,2.799,1.12
Troy Trojans - Corbin Green,Troy Trojans,Corbin Green,13,12,0.92,1.02,1.2,1.1,1.22,0.4,1.29,-0.89,3,0.0,0.17,1.01,1.03,1.08,1.1
Alabama Crimson Tide - Jacob Martin,Alabama Crimson Tide,Jacob Martin,4,8,0.38,0.43,2.6,0.99,1.12,0.43,0.0,0.43,2,0.0,0.0,2.58,1.11,2.54,1.09
Miami (OH) RedHawks - Ethan Wright,Miami (OH) RedHawks,Ethan Wright,11,2,1.0,1.03,1.6,1.6,1.65,1.0,,,2,0.0,0.0,1.17,1.21,1.043,1.07
Howard Bison - Julian Johnson,Howard Bison,Julian Johnson,16,11,1.0,1.06,1.0,1.0,1.06,1.25,0.33,0.92,4,0.0,0.0,1.44,1.53,1.002,1.06
Furman Paladins - Owen Ritger,Furman Paladins,Owen Ritger,15,14,1.21,1.01,1.1,1.33,1.11,1.86,0.57,1.29,4,0.07,0.29,1.0,1.01,1.045,1.06
UConn Huskies - Jacob Furphy,UConn Huskies,Jacob Furphy,2,13,0.46,0.33,3.7,1.7,1.22,0.44,0.5,-0.06,2,0.0,0.15,3.28,1.08,3.155,1.04
Vanderbilt Commodores - Mason Nicholson,Vanderbilt Commodores,Mason Nicholson,5,5,0.4,0.4,2.1,0.84,0.84,0.5,0.0,0.5,2,0.0,0.0,2.68,1.07,2.586,1.03
Northern Iowa Panthers - Geon Hutchins,Northern Iowa Panthers,Geon Hutchins,12,33,1.03,0.81,1.6,1.65,1.3,0.94,1.12,-0.18,4,0.15,0.64,1.09,0.88,1.269,1.03
Michigan State Spartans - Brennan Walton,Michigan State Spartans,Brennan Walton,3,11,0.45,0.34,3.0,1.35,1.02,0.38,0.67,-0.29,3,0.09,0.18,3.12,1.06,2.986,1.02
North Carolina Tar Heels - Ivan Matlekovic,North Carolina Tar Heels,Ivan Matlekovic,6,4,0.5,0.55,2.0,1.0,1.1,0.5,,,2,0.0,0.0,1.74,0.96,1.811,1.0
Arizona Wildcats - Addison Arnold,Arizona Wildcats,Addison Arnold,1,18,0.33,0.23,4.3,1.42,0.99,0.4,0.0,0.4,2,0.0,0.11,4.96,1.14,4.359,1.0
Illinois Fighting Illini - Blake Fagbemi,Illinois Fighting Illini,Blake Fagbemi,3,9,0.22,0.29,3.0,0.66,0.87,0.25,0.0,0.25,2,0.0,0.0,3.65,1.06,3.463,1.0
Tennessee State Tigers - Jean Yvens Lafleur,Tennessee State Tigers,Jean Yvens Lafleur,15,2,1.0,0.97,1.1,1.1,1.07,,1.0,,2,0.0,0.0,1.0,0.97,1.017,0.99
St. John's Red Storm - Fotis Konstantinidis,St. John's Red Storm,Fotis Konstantinidis,5,7,0.43,0.4,2.1,0.9,0.84,0.43,,,3,0.14,0.14,2.54,1.02,2.47,0.99
Prairie View A&M Panthers - Seryee Lewis,Prairie View A&M Panthers,Seryee Lewis,16,2,1.0,0.97,1.0,1.0,0.97,,1.0,,2,0.0,0.0,1.49,1.45,1.001,0.97
BYU Cougars - Xavion Staton,BYU Cougars,Xavion Staton,6,9,0.56,0.49,2.0,1.12,0.98,0.25,3.0,-2.75,3,0.0,0.0,1.92,0.94,1.964,0.96
Miami (OH) RedHawks - Kyle Waltz,Miami (OH) RedHawks,Kyle Waltz,11,18,0.89,0.91,1.6,1.42,1.46,1.12,0.7,0.43,4,0.11,0.56,1.17,1.06,1.043,0.95
Florida Gators - Alex Kovatchev,Florida Gators,Alex Kovatchev,1,14,0.21,0.25,4.3,0.9,1.08,0.3,0.0,0.3,3,0.07,0.5,4.11,1.03,3.768,0.94
Idaho Vandals - Aidan Sevilla,Idaho Vandals,Aidan Sevilla,15,19,1.26,0.9,1.1,1.39,0.99,1.27,1.25,0.02,7,0.11,0.53,1.0,0.9,1.035,0.93
North Carolina Tar Heels - Elijah Davis,North Carolina Tar Heels,Elijah Davis,6,6,0.5,0.51,2.0,1.0,1.02,0.5,,,3,0.17,0.67,1.74,0.89,1.811,0.92
Gonzaga Bulldogs - Cade Orness,Gonzaga Bulldogs,Cade Orness,3,8,0.38,0.3,3.0,1.14,0.9,0.43,0.0,0.43,2,0.0,0.0,3.13,0.94,3.079,0.92
Texas Longhorns - Brandon Taylor,Texas Longhorns,Brandon Taylor,11,4,0.75,0.72,1.6,1.2,1.15,0.75,,,3,0.25,1.0,1.67,1.2,1.274,0.92
Tennessee Volunteers - Clarence Massamba,Tennessee Volunteers,Clarence Massamba,6,10,0.4,0.38,2.0,0.8,0.76,0.4,,,3,0.1,0.7,2.35,0.89,2.334,0.89
Kentucky Wildcats - Walker Horn,Kentucky Wildcats,Walker Horn,7,7,0.43,0.49,1.9,0.82,0.93,0.43,,,3,0.14,0.86,1.69,0.83,1.777,0.87
Troy Trojans - Javen Colbert,Troy Trojans,Javen Colbert,13,16,0.94,0.81,1.2,1.13,0.97,1.0,0.89,0.11,5,0.12,0.31,1.01,0.82,1.08,0.87
